,Tên sản phẩm,Giá tiền,Mã sản phẩm,Thương Hiệu,Quốc gia đăng ký thương hiệu,Giới tính,Loại sản phẩm,Đường kính mặt,Chiều dày,Chất liệu vỏ,Chất liệu dây,Chất liệu mặt kính,Độ chịu nước,Nơi sản xuất,Bảo hành,Kiểu máy,Dành cho,Mã sản phâm
999,LOBINNI,"3,450,000 VNĐ",Ref.6860-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1000,LOBINNI,"8,550,000 VNĐ",L9022-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1001,LOBINNI,"2,600,000 VNĐ",L3016,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử,40 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1002,LOBINNI,"9,150,000 VNĐ",L16051-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1003,LOBINNI,"6,550,000 VNĐ",L16001-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,"41,5 mm",12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1004,LOBINNI,"7,150,000 VNĐ",L12028-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,"7,9 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1005,LOBINNI,"4,660,000 VNĐ",L5012-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,"40,5 mm",11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1006,LOBINNI,"5,950,000 VNĐ",L5014-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,9 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1007,LOBINNI,"6,550,000 VNĐ",L13022-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,"9,8 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1008,LOBINNI,"6,550,000 VNĐ",L13022-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,"9,8 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1009,LOBINNI,"6,550,000 VNĐ",L13022-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,"9,8 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1010,LOBINNI,"6,550,000 VNĐ",L13022-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,"9,8 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1011,LOBINNI,"6,550,000 VNĐ",L13022-6,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,"9,8 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1012,LOBINNI,"6,550,000 VNĐ",L13022-7,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,"9,8 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1013,LOBINNI,"6,550,000 VNĐ",L13022-8,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,"9,8 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1014,LOBINNI,"7,150,000 VNĐ",L12028-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,"7,9 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1015,LOBINNI,"4,550,000 VNĐ",L5020-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1016,LOBINNI,"4,450,000 VNĐ",L12025-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1017,LOBINNI,"2,680,000 VNĐ",L3603-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử,40 mm,9 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,12 tháng,,,
1018,LOBINNI,"4,450,000 VNĐ",L12025-7,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1019,LOBINNI,"4,950,000 VNĐ",L9006-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41.5 mm,11.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1020,LOBINNI,"4,950,000 VNĐ",L9006-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41.5 mm,11.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1021,LOBINNI,"4,950,000 VNĐ",L9006-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41.5 mm,11.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1022,LOBINNI,"4,950,000 VNĐ",L9006-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41.5 mm,11.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1023,LOBINNI,"4,320,000 VNĐ",L16016-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,40 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1024,LOBINNI,"5,280,000 VNĐ",L5025-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1025,KASSAW,"5,750,000 VNĐ",K865-2,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1026,LOBINNI,"7,150,000 VNĐ",L13016,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,"38,5 mm","7,9 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1027,KASSAW,"4,850,000 VNĐ",K890-6,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),"41,5 mm","11,6 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1028,LOBINNI,"6,550,000 VNĐ",L16001-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,"41,5 mm",12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1029,KASSAW,"3,550,000 VNĐ",K856-6,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1030,LOBINNI,"12,850,000 VNĐ",L5001-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1031,KASSAW,"3,550,000 VNĐ",K856-5,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1032,LOBINNI,"7,150,000 VNĐ",L12028-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,"7,9 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1033,KASSAW,"3,950,000 VNĐ",K995-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1034,LOBINNI,"8,550,000 VNĐ",L9022-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1035,KASSAW,"3,950,000 VNĐ",K995-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1036,LOBINNI,"8,550,000 VNĐ",L9022-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1037,LOBINNI,"8,550,000 VNĐ",L9022-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1038,LOBINNI,"8,750,000 VNĐ",L9022-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1039,LOBINNI,"8,750,000 VNĐ",L9022-6,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1040,LOBINNI,"8,750,000 VNĐ",L9022-7,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1041,LOBINNI,"8,750,000 VNĐ",L9022-8,LOBINNI,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1042,LOBINNI,"5,350,000 VNĐ",L5719-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,12.5 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1043,KASSAW,"4,950,000 VNĐ",K862-5,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),43 mm,8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1044,LOBINNI,"5,550,000 VNĐ",L5719-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,12.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1045,KASSAW,"6,350,000 VNĐ",K878-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép khộng gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1046,LOBINNI,"5,550,000 VNĐ",L5719-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,12.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1047,KASSAW,"4,850,000 VNĐ",K818-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1048,LOBINNI,"4,950,000 VNĐ",L9015-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,40 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1049,KASSAW,"4,850,000 VNĐ",K818-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1050,KASSAW,"2,350,000 VNĐ",KK5601101-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),42 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1051,LOBINNI,"6,500,000 VNĐ",L12026-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,38 mm,8.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1052,KASSAW,"2,350,000 VNĐ",K5601101-2,KASSAW,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),42 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1053,LOBINNI,"6,500,000 VNĐ",L12026-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,38 mm,8.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1054,LOBINNI,"6,500,000 VNĐ",L12026-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,38 mm,8.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1055,LOBINNI,"6,500,000 VNĐ",L12026-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,38 mm,8.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1056,LOBINNI,"6,500,000 VNĐ",L12026-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,38 mm,8.8 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1057,LOBINNI,"3,680,000 VNĐ",L1023-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1058,KASSAW,"3,850,000 VNĐ",K956-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1059,LOBINNI,"1,850,000 VNĐ",L3012-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),40 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1060,LOBINNI,"1,850,000 VNĐ",L3012-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),40 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1061,LOBINNI,"1,850,000 VNĐ",L3012-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),40 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1062,LOBINNI,"1,850,000 VNĐ",L3012-6,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),40 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1063,LOBINNI,"1,850,000 VNĐ",L3012-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),40 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1064,LOBINNI,"1,850,000 VNĐ",L3012-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),40 mm,7 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1065,KASSAW,"4,360,000 VNĐ",K875-5,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1066,LOBINNI,"1,850,000 VNĐ",L3012-7,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),40 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1067,LOBINNI,"1,850,000 VNĐ",L3012-8,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),40 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1068,LOBINNI,"1,850,000 VNĐ",L3012-9,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),40 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1069,LOBINNI,"1,850,000 VNĐ",L3012-10,LOBINNI,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),40 mm,7 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,3 ATM,Trung Quốc,24 tháng,,,
1070,LOBINNI,"4,800,000 VNĐ",L16050-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1071,KASSAW,"4,360,000 VNĐ",K875-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1072,LOBINNI,"4,450,000 VNĐ",L12025-8,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1073,KASSAW,"4,880,000 VNĐ",K901-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40.5 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1074,LOBINNI,"3,880,000 VNĐ",L1023-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1075,KASSAW,"3,550,000 VNĐ",K856-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1076,LOBINNI,"3,880,000 VNĐ",L1023-6,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1077,KASSAW,"5,680,000 VNĐ",K908-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1078,LOBINNI,"3,880,000 VNĐ",L1023-7,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1079,KASSAW,"4,450,000 VNĐ",K899-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1080,LOBINNI,"4,350,000 VNĐ",L12025-10,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1081,KASSAW,"4,100,000 VNĐ",K876-5,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1082,LOBINNI,"9,150,000 VNĐ",L16051-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1083,KASSAW,"4,100,000 VNĐ",K876-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1084,KASSAW,"4,450,000 VNĐ",K899-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),40 mm,10 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1085,LOBINNI,"7,150,000 VNĐ",L12028-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,"7,9 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1086,KASSAW,"4,850,000 VNĐ",K808-2,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,9.5 mm,Thép không gỉ 316L,Dây cao cu cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1087,LOBINNI,"7,150,000 VNĐ",L12028-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,"7,9 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1088,KASSAW,"3,880,000 VNĐ",K836-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1089,LOBINNI,"7,150,000 VNĐ",L12028-11,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,"7,9 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1090,LOBINNI,"4,150,000 VNĐ",L12033-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,40 mm,"10,8 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1091,KASSAW,"3,880,000 VNĐ",K836-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,11 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1092,LOBINNI,"5,750,000 VNĐ",L16020-2,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,11 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1093,KASSAW,"4,350,000 VNĐ",K840-4,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1094,LOBINNI,"7,150,000 VNĐ",L12028-6,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,"7,9 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1095,KASSAW,"4,350,000 VNĐ",K840-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),42 mm,12 mm,Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1096,LOBINNI,"7,150,000 VNĐ",L12028-9,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,"7,9 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1097,LOBINNI,"7,150,000 VNĐ",L12028-10,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,"7,9 mm",Thép không gỉ 316L,Thép không gỉ 316L,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1098,LOBINNI,"7,150,000 VNĐ",L12028-12,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,39 mm,"7,9 mm",Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1099,LOBINNI,"6,750,000 VNĐ",L5016-1,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,41 mm,9 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1100,KASSAW,"6,500,000 VNĐ",K861-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ cơ (Automatic),39 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1101,LOBINNI,"9,150,000 VNĐ",L16051-3,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1102,KASSAW,"1,350,000 VNĐ",K5601102-3,KASSAW,Thụy Sỹ,Nam,Đồng hồ điện tử (Pin),42 mm,10 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,Nhật Bản (Japan Movt),,
1103,LOBINNI,"9,150,000 VNĐ",L16051-4,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
1104,LOBINNI,"9,150,000 VNĐ",L16051-5,LOBINNI,Thụy Sỹ,Nam,Đồng hồ Automatic,42 mm,12 mm,Thép không gỉ 316L,Dây da cao cấp,Sapphire,5 ATM,Trung Quốc,24 tháng,,,
